year,period,timeperiod_id,timeperiod_name,aggregation,data_item,value,units,category,unit
2018,OCT-DEC,16,Quarter 4,Not applicable,Replacement cow price,1230.0,Dollars per head,,Dollars per head
2018,ANNUAL,17,Annual aggregation,Quarterly average,16-percent protein feed value,7.95,Dollars per hundredweight,,Dollars per hundredweight
2018,ANNUAL,17,Annual aggregation,Quarterly average,Milk cow,9398.0,"1,000 head",,"1,000 head"
2018,ANNUAL,17,Annual aggregation,Quarterly sum,Milk per cow,23152.0,Pounds,,Pounds
2018,ANNUAL,17,Annual aggregation,Quarterly sum,Milk production,217584.0,Million pounds,,Million pounds
2018,ANNUAL,17,Annual aggregation,Quarterly average,Replacement cow price,1360.0,Dollars per head,,Dollars per head
2019,JAN-MAR,13,Quarter 1,Not applicable,16-percent protein feed value,8.13,Dollars per hundredweight,,Dollars per hundredweight
2019,JAN-MAR,13,Quarter 1,Not applicable,Milk cow,9341.0,"1,000 head",,"1,000 head"
2019,JAN-MAR,13,Quarter 1,Not applicable,Milk per cow,5826.0,Pounds,,Pounds
2019,JAN-MAR,13,Quarter 1,Not applicable,Milk production,54423.0,Million pounds,,Million pounds
2019,JAN-MAR,13,Quarter 1,Not applicable,Replacement cow price,1140.0,Dollars per head,,Dollars per head
2019,APR-JUN,14,Quarter 2,Not applicable,16-percent protein feed value,8.51,Dollars per hundredweight,,Dollars per hundredweight
2019,APR-JUN,14,Quarter 2,Not applicable,Milk cow,9328.0,"1,000 head",,"1,000 head"
2019,APR-JUN,14,Quarter 2,Not applicable,Milk per cow,5974.0,Pounds,,Pounds
2019,APR-JUN,14,Quarter 2,Not applicable,Milk production,55722.0,Million pounds,,Million pounds
2019,APR-JUN,14,Quarter 2,Not applicable,Replacement cow price,1140.0,Dollars per head,,Dollars per head
2019,JUL-SEP,15,Quarter 3,Not applicable,16-percent protein feed value,8.42,Dollars per hundredweight,,Dollars per hundredweight
2019,JUL-SEP,15,Quarter 3,Not applicable,Milk cow,9325.0,"1,000 head",,"1,000 head"
2019,JUL-SEP,15,Quarter 3,Not applicable,Milk per cow,5819.0,Pounds,,Pounds
2019,JUL-SEP,15,Quarter 3,Not applicable,Milk production,54261.0,Million pounds,,Million pounds
2019,JUL-SEP,15,Quarter 3,Not applicable,Replacement cow price,1230.0,Dollars per head,,Dollars per head
2019,OCT-DEC,16,Quarter 4,Not applicable,16-percent protein feed value,8.1,Dollars per hundredweight,,Dollars per hundredweight
2019,OCT-DEC,16,Quarter 4,Not applicable,Milk cow,9347.0,"1,000 head",,"1,000 head"
2019,OCT-DEC,16,Quarter 4,Not applicable,Milk per cow,5781.0,Pounds,,Pounds
2019,OCT-DEC,16,Quarter 4,Not applicable,Milk production,54038.0,Million pounds,,Million pounds
2019,OCT-DEC,16,Quarter 4,Not applicable,Replacement cow price,1310.0,Dollars per head,,Dollars per head
2019,ANNUAL,17,Annual aggregation,Quarterly average,16-percent protein feed value,8.29,Dollars per hundredweight,,Dollars per hundredweight
2019,ANNUAL,17,Annual aggregation,Quarterly average,Milk cow,9335.0,"1,000 head",,"1,000 head"
2019,ANNUAL,17,Annual aggregation,Quarterly sum,Milk per cow,23401.0,Pounds,,Pounds
2019,ANNUAL,17,Annual aggregation,Quarterly sum,Milk production,218444.0,Million pounds,,Million pounds
2019,ANNUAL,17,Annual aggregation,Quarterly average,Replacement cow price,1200.0,Dollars per head,,Dollars per head
2020,JAN-MAR,13,Quarter 1,Not applicable,16-percent protein feed value,8.04,Dollars per hundredweight,,Dollars per hundredweight
2020,JAN-MAR,13,Quarter 1,Not applicable,Milk cow,9383.0,"1,000 head",,"1,000 head"
2020,JAN-MAR,13,Quarter 1,Not applicable,Milk per cow,5986.0,Pounds,,Pounds
2020,JAN-MAR,13,Quarter 1,Not applicable,Milk production,56170.0,Million pounds,,Million pounds
2020,JAN-MAR,13,Quarter 1,Not applicable,Replacement cow price,1300.0,Dollars per head,,Dollars per head
2020,APR-JUN,14,Quarter 2,Not applicable,16-percent protein feed value,7.71,Dollars per hundredweight,,Dollars per hundredweight
2020,APR-JUN,14,Quarter 2,Not applicable,Milk cow,9369.0,"1,000 head",,"1,000 head"
2020,APR-JUN,14,Quarter 2,Not applicable,Milk per cow,5982.0,Pounds,,Pounds
2020,APR-JUN,14,Quarter 2,Not applicable,Milk production,56042.0,Million pounds,,Million pounds
2020,APR-JUN,14,Quarter 2,Not applicable,Replacement cow price,1250.0,Dollars per head,,Dollars per head
2020,JUL-SEP,15,Quarter 3,Not applicable,16-percent protein feed value,7.62,Dollars per hundredweight,,Dollars per hundredweight
2020,JUL-SEP,15,Quarter 3,Not applicable,Milk cow,9390.0,"1,000 head",,"1,000 head"
2020,JUL-SEP,15,Quarter 3,Not applicable,Milk per cow,5900.0,Pounds,,Pounds
2020,JUL-SEP,15,Quarter 3,Not applicable,Milk production,55399.0,Million pounds,,Million pounds
2020,JUL-SEP,15,Quarter 3,Not applicable,Replacement cow price,1310.0,Dollars per head,,Dollars per head
2020,OCT-DEC,16,Quarter 4,Not applicable,16-percent protein feed value,8.22,Dollars per hundredweight,,Dollars per hundredweight
2020,OCT-DEC,16,Quarter 4,Not applicable,Milk cow,9442.0,"1,000 head",,"1,000 head"
2020,OCT-DEC,16,Quarter 4,Not applicable,Milk per cow,5896.0,Pounds,,Pounds
2020,OCT-DEC,16,Quarter 4,Not applicable,Milk production,55671.0,Million pounds,,Million pounds
2020,OCT-DEC,16,Quarter 4,Not applicable,Replacement cow price,1340.0,Dollars per head,,Dollars per head
2020,ANNUAL,17,Annual aggregation,Quarterly average,16-percent protein feed value,7.9,Dollars per hundredweight,,Dollars per hundredweight
2020,ANNUAL,17,Annual aggregation,Quarterly average,Milk cow,9396.0,"1,000 head",,"1,000 head"
2020,ANNUAL,17,Annual aggregation,Quarterly sum,Milk per cow,23764.0,Pounds,,Pounds
2020,ANNUAL,17,Annual aggregation,Quarterly sum,Milk production,223282.0,Million pounds,,Million pounds
2020,ANNUAL,17,Annual aggregation,Quarterly average,Replacement cow price,1300.0,Dollars per head,,Dollars per head
2021,JAN-MAR,13,Quarter 1,Not applicable,16-percent protein feed value,9.38,Dollars per hundredweight,,Dollars per hundredweight
2021,JAN-MAR,13,Quarter 1,Not applicable,Milk cow,9468.0,"1,000 head",,"1,000 head"
2021,JAN-MAR,13,Quarter 1,Not applicable,Milk per cow,6005.0,Pounds,,Pounds
2021,JAN-MAR,13,Quarter 1,Not applicable,Milk production,56854.0,Million pounds,,Million pounds
2021,JAN-MAR,13,Quarter 1,Not applicable,Replacement cow price,1360.0,Dollars per head,,Dollars per head
2021,APR-JUN,14,Quarter 2,Not applicable,16-percent protein feed value,11.24,Dollars per hundredweight,,Dollars per hundredweight
2021,APR-JUN,14,Quarter 2,Not applicable,Milk cow,9504.0,"1,000 head",,"1,000 head"
2021,APR-JUN,14,Quarter 2,Not applicable,Milk per cow,6117.0,Pounds,,Pounds
2021,APR-JUN,14,Quarter 2,Not applicable,Milk production,58136.0,Million pounds,,Million pounds
2021,APR-JUN,14,Quarter 2,Not applicable,Replacement cow price,1370.0,Dollars per head,,Dollars per head
2021,JUL-SEP,15,Quarter 3,Not applicable,16-percent protein feed value,11.52,Dollars per hundredweight,,Dollars per hundredweight
2021,JUL-SEP,15,Quarter 3,Not applicable,Milk cow,9439.0,"1,000 head",,"1,000 head"
2021,JUL-SEP,15,Quarter 3,Not applicable,Milk per cow,5915.0,Pounds,,Pounds
2021,JUL-SEP,15,Quarter 3,Not applicable,Milk production,55833.0,Million pounds,,Million pounds
2021,JUL-SEP,15,Quarter 3,Not applicable,Replacement cow price,1380.0,Dollars per head,,Dollars per head
2021,OCT-DEC,16,Quarter 4,Not applicable,16-percent protein feed value,10.84,Dollars per hundredweight,,Dollars per hundredweight
2021,OCT-DEC,16,Quarter 4,Not applicable,Milk cow,9386.0,"1,000 head",,"1,000 head"
2021,OCT-DEC,16,Quarter 4,Not applicable,Milk per cow,5904.0,Pounds,,Pounds
2021,OCT-DEC,16,Quarter 4,Not applicable,Milk production,55415.0,Million pounds,,Million pounds
2021,OCT-DEC,16,Quarter 4,Not applicable,Replacement cow price,1340.0,Dollars per head,,Dollars per head
2021,ANNUAL,17,Annual aggregation,Quarterly average,16-percent protein feed value,10.74,Dollars per hundredweight,,Dollars per hundredweight
2021,ANNUAL,17,Annual aggregation,Quarterly average,Milk cow,9449.0,"1,000 head",,"1,000 head"
2021,ANNUAL,17,Annual aggregation,Quarterly sum,Milk per cow,23943.0,Pounds,,Pounds
2021,ANNUAL,17,Annual aggregation,Quarterly sum,Milk production,226238.0,Million pounds,,Million pounds
2021,ANNUAL,17,Annual aggregation,Quarterly average,Replacement cow price,1360.0,Dollars per head,,Dollars per head
2022,JAN-MAR,13,Quarter 1,Not applicable,16-percent protein feed value,11.98,Dollars per hundredweight,,Dollars per hundredweight
2022,JAN-MAR,13,Quarter 1,Not applicable,Milk cow,9380.0,"1,000 head",,"1,000 head"
2022,JAN-MAR,13,Quarter 1,Not applicable,Milk per cow,6001.0,Pounds,,Pounds
2022,JAN-MAR,13,Quarter 1,Not applicable,Milk production,56289.0,Million pounds,,Million pounds
2022,JAN-MAR,13,Quarter 1,Not applicable,Replacement cow price,1380.0,Dollars per head,,Dollars per head
2022,APR-JUN,14,Quarter 2,Not applicable,16-percent protein feed value,14.12,Dollars per hundredweight,,Dollars per hundredweight
2022,APR-JUN,14,Quarter 2,Not applicable,Milk cow,9407.0,"1,000 head",,"1,000 head"
2022,APR-JUN,14,Quarter 2,Not applicable,Milk per cow,6146.0,Pounds,,Pounds
2022,APR-JUN,14,Quarter 2,Not applicable,Milk production,57811.0,Million pounds,,Million pounds
2022,APR-JUN,14,Quarter 2,Not applicable,Replacement cow price,1570.0,Dollars per head,,Dollars per head
2022,JUL-SEP,15,Quarter 3,Not applicable,16-percent protein feed value,14.25,Dollars per hundredweight,,Dollars per hundredweight
2022,JUL-SEP,15,Quarter 3,Not applicable,Milk cow,9407.0,"1,000 head",,"1,000 head"
2022,JUL-SEP,15,Quarter 3,Not applicable,Milk per cow,5997.0,Pounds,,Pounds
2022,JUL-SEP,15,Quarter 3,Not applicable,Milk production,56418.0,Million pounds,,Million pounds
2022,JUL-SEP,15,Quarter 3,Not applicable,Replacement cow price,1710.0,Dollars per head,,Dollars per head
2022,OCT-DEC,16,Quarter 4,Not applicable,16-percent protein feed value,13.38,Dollars per hundredweight,,Dollars per hundredweight
2022,OCT-DEC,16,Quarter 4,Not applicable,Milk cow,9405.0,"1,000 head",,"1,000 head"
2022,OCT-DEC,16,Quarter 4,Not applicable,Milk per cow,5943.0,Pounds,,Pounds
2022,OCT-DEC,16,Quarter 4,Not applicable,Milk production,55898.0,Million pounds,,Million pounds
2022,OCT-DEC,16,Quarter 4,Not applicable,Replacement cow price,1730.0,Dollars per head,,Dollars per head
2022,ANNUAL,17,Annual aggregation,Quarterly average,16-percent protein feed value,13.43,Dollars per hundredweight,,Dollars per hundredweight
2022,ANNUAL,17,Annual aggregation,Quarterly average,Milk cow,9400.0,"1,000 head",,"1,000 head"
2022,ANNUAL,17,Annual aggregation,Quarterly sum,Milk per cow,24087.0,Pounds,,Pounds
2022,ANNUAL,17,Annual aggregation,Quarterly sum,Milk production,226416.0,Million pounds,,Million pounds
2022,ANNUAL,17,Annual aggregation,Quarterly average,Replacement cow price,1590.0,Dollars per head,,Dollars per head
2023,JAN-MAR,13,Quarter 1,Not applicable,16-percent protein feed value,13.5,Dollars per hundredweight,,Dollars per hundredweight
2023,JAN-MAR,13,Quarter 1,Not applicable,Milk cow,9419.0,"1,000 head",,"1,000 head"
2023,JAN-MAR,13,Quarter 1,Not applicable,Milk per cow,6036.0,Pounds,,Pounds
2023,JAN-MAR,13,Quarter 1,Not applicable,Milk production,56856.0,Million pounds,,Million pounds
2023,JAN-MAR,13,Quarter 1,Not applicable,Replacement cow price,1720.0,Dollars per head,,Dollars per head
2023,APR-JUN,14,Quarter 2,Not applicable,16-percent protein feed value,13.59,Dollars per hundredweight,,Dollars per hundredweight
2023,APR-JUN,14,Quarter 2,Not applicable,Milk cow,9406.0,"1,000 head",,"1,000 head"
2023,APR-JUN,14,Quarter 2,Not applicable,Milk per cow,6168.0,Pounds,,Pounds
2023,APR-JUN,14,Quarter 2,Not applicable,Milk production,58012.0,Million pounds,,Million pounds
2023,APR-JUN,14,Quarter 2,Not applicable,Replacement cow price,1720.0,Dollars per head,,Dollars per head
2023,JUL-SEP,15,Quarter 3,Not applicable,16-percent protein feed value,11.87,Dollars per hundredweight,,Dollars per hundredweight
2023,JUL-SEP,15,Quarter 3,Not applicable,Milk cow,9365.0,"1,000 head",,"1,000 head"
2023,JUL-SEP,15,Quarter 3,Not applicable,Milk per cow,5976.0,Pounds,,Pounds
2023,JUL-SEP,15,Quarter 3,Not applicable,Milk production,55965.0,Million pounds,,Million pounds
2023,JUL-SEP,15,Quarter 3,Not applicable,Replacement cow price,1760.0,Dollars per head,,Dollars per head
2023,OCT-DEC,16,Quarter 4,Not applicable,16-percent protein feed value,10.43,Dollars per hundredweight,,Dollars per hundredweight
2023,OCT-DEC,16,Quarter 4,Not applicable,Milk cow,9344.0,"1,000 head",,"1,000 head"
2023,OCT-DEC,16,Quarter 4,Not applicable,Milk per cow,5937.0,Pounds,,Pounds
2023,OCT-DEC,16,Quarter 4,Not applicable,Milk production,55478.0,Million pounds,,Million pounds
2023,OCT-DEC,16,Quarter 4,Not applicable,Replacement cow price,1850.0,Dollars per head,,Dollars per head
2023,ANNUAL,17,Annual aggregation,Quarterly average,16-percent protein feed value,12.35,Dollars per hundredweight,,Dollars per hundredweight
2023,ANNUAL,17,Annual aggregation,Quarterly average,Milk cow,9384.0,"1,000 head",,"1,000 head"
2023,ANNUAL,17,Annual aggregation,Quarterly sum,Milk per cow,24117.0,Pounds,,Pounds
2023,ANNUAL,17,Annual aggregation,Quarterly sum,Milk production,226311.0,Million pounds,,Million pounds
2023,ANNUAL,17,Annual aggregation,Quarterly average,Replacement cow price,1760.0,Dollars per head,,Dollars per head
2024,JAN-MAR,13,Quarter 1,Not applicable,16-percent protein feed value,9.8,Dollars per hundredweight,,Dollars per hundredweight
2024,JAN-MAR,13,Quarter 1,Not applicable,Milk cow,9338.0,"1,000 head",,"1,000 head"
2024,JAN-MAR,13,Quarter 1,Not applicable,Milk per cow,6098.0,Pounds,,Pounds
2024,JAN-MAR,13,Quarter 1,Not applicable,Milk production,56943.0,Million pounds,,Million pounds
2024,JAN-MAR,13,Quarter 1,Not applicable,Replacement cow price,1890.0,Dollars per head,,Dollars per head
2024,APR-JUN,14,Quarter 2,Not applicable,16-percent protein feed value,9.68,Dollars per hundredweight,,Dollars per hundredweight
2024,APR-JUN,14,Quarter 2,Not applicable,Milk cow,9330.0,"1,000 head",,"1,000 head"
2024,APR-JUN,14,Quarter 2,Not applicable,Milk per cow,6145.0,Pounds,,Pounds
2024,APR-JUN,14,Quarter 2,Not applicable,Milk production,57333.0,Million pounds,,Million pounds
2024,APR-JUN,14,Quarter 2,Not applicable,Replacement cow price,2120.0,Dollars per head,,Dollars per head
2024,JUL-SEP,15,Quarter 3,Not applicable,16-percent protein feed value,8.68,Dollars per hundredweight,,Dollars per hundredweight
2024,JUL-SEP,15,Quarter 3,Not applicable,Milk cow,9341.0,"1,000 head",,"1,000 head"
2024,JUL-SEP,15,Quarter 3,Not applicable,Milk per cow,6004.0,Pounds,,Pounds
2024,JUL-SEP,15,Quarter 3,Not applicable,Milk production,56085.0,Million pounds,,Million pounds
2024,JUL-SEP,15,Quarter 3,Not applicable,Replacement cow price,2360.0,Dollars per head,,Dollars per head
2024,OCT-DEC,16,Quarter 4,Not applicable,16-percent protein feed value,8.45,Dollars per hundredweight,,Dollars per hundredweight
2024,OCT-DEC,16,Quarter 4,Not applicable,Milk cow,9360.0,"1,000 head",,"1,000 head"
2024,OCT-DEC,16,Quarter 4,Not applicable,Milk per cow,5930.0,Pounds,,Pounds
2024,OCT-DEC,16,Quarter 4,Not applicable,Milk production,55507.0,Million pounds,,Million pounds
2024,OCT-DEC,16,Quarter 4,Not applicable,Replacement cow price,2600.0,Dollars per head,,Dollars per head
2024,ANNUAL,17,Annual aggregation,Quarterly average,16-percent protein feed value,9.15,Dollars per hundredweight,,Dollars per hundredweight
2024,ANNUAL,17,Annual aggregation,Quarterly average,Milk cow,9342.0,"1,000 head",,"1,000 head"
2024,ANNUAL,17,Annual aggregation,Quarterly sum,Milk per cow,24178.0,Pounds,,Pounds
2024,ANNUAL,17,Annual aggregation,Quarterly sum,Milk production,225868.0,Million pounds,,Million pounds
2024,ANNUAL,17,Annual aggregation,Quarterly average,Replacement cow price,2240.0,Dollars per head,,Dollars per head
2025,JAN-MAR,13,Quarter 1,Not applicable,16-percent protein feed value,8.77,Dollars per hundredweight,,Dollars per hundredweight
2025,JAN-MAR,13,Quarter 1,Not applicable,Milk cow,9401.0,"1,000 head",,"1,000 head"
2025,JAN-MAR,13,Quarter 1,Not applicable,Milk per cow,6039.0,Pounds,,Pounds
2025,JAN-MAR,13,Quarter 1,Not applicable,Milk production,56773.0,Million pounds,,Million pounds
2025,JAN-MAR,13,Quarter 1,Not applicable,Replacement cow price,2660.0,Dollars per head,,Dollars per head
2025,APR-JUN,14,Quarter 2,Not applicable,16-percent protein feed value,9.29,Dollars per hundredweight,,Dollars per hundredweight
2025,APR-JUN,14,Quarter 2,Not applicable,Milk cow,9458.0,"1,000 head",,"1,000 head"
2025,APR-JUN,14,Quarter 2,Not applicable,Milk per cow,6206.0,Pounds,,Pounds
2025,APR-JUN,14,Quarter 2,Not applicable,Milk production,58697.0,Million pounds,,Million pounds
2025,APR-JUN,14,Quarter 2,Not applicable,Replacement cow price,2870.0,Dollars per head,,Dollars per head
2025,JUL-SEP,15,Quarter 3,Not applicable,16-percent protein feed value,8.54,Dollars per hundredweight,,Dollars per hundredweight
2025,JUL-SEP,15,Quarter 3,Not applicable,Milk cow,9539.0,"1,000 head",,"1,000 head"
2025,JUL-SEP,15,Quarter 3,Not applicable,Milk per cow,6100.0,Pounds,,Pounds
2025,JUL-SEP,15,Quarter 3,Not applicable,Milk production,58192.0,Million pounds,,Million pounds
2025,JUL-SEP,15,Quarter 3,Not applicable,Replacement cow price,3010.0,Dollars per head,,Dollars per head
2025,OCT-DEC,16,Quarter 4,Not applicable,16-percent protein feed value,8.34,Dollars per hundredweight,,Dollars per hundredweight
2025,OCT-DEC,16,Quarter 4,Not applicable,Milk cow,9562.0,"1,000 head",,"1,000 head"
2025,OCT-DEC,16,Quarter 4,Not applicable,Milk per cow,6047.0,Pounds,,Pounds
2025,OCT-DEC,16,Quarter 4,Not applicable,Milk production,57820.0,Million pounds,,Million pounds
2025,OCT-DEC,16,Quarter 4,Not applicable,Replacement cow price,3110.0,Dollars per head,,Dollars per head
2025,ANNUAL,17,Annual aggregation,Quarterly average,16-percent protein feed value,8.73,Dollars per hundredweight,,Dollars per hundredweight
2025,ANNUAL,17,Annual aggregation,Quarterly average,Milk cow,9490.0,"1,000 head",,"1,000 head"
2025,ANNUAL,17,Annual aggregation,Quarterly sum,Milk per cow,24392.0,Pounds,,Pounds
2025,ANNUAL,17,Annual aggregation,Quarterly sum,Milk production,231482.0,Million pounds,,Million pounds
2025,ANNUAL,17,Annual aggregation,Quarterly average,Replacement cow price,2910.0,Dollars per head,,Dollars per head
